feature,importance
neg_ratio,0.6456240548181157
total_engagement_seconds,0.17886678862799468
total_events,0.05019125235549037
comments_count,0.045404687020533074
engagement_score,0.04183827838300852
posts_count,0.038074938794857606
pos_count,0.0
neg_count,0.0
neu_count,0.0
neg_posts_count,0.0
neg_likes,0.0
neg_engagement_seconds,0.0
